2 pixel de valeur: 0
1 pixel de valeur: 10
1 pixel de valeur: 16
1 pixel de valeur: 19
15 pixel de valeur: 22
5 pixel de valeur: 23
14 pixel de valeur: 24
4 pixel de valeur: 25
4 pixel de valeur: 26
21 pixel de valeur: 27
19 pixel de valeur: 28
6 pixel de valeur: 29
6 pixel de valeur: 30
14 pixel de valeur: 31
20 pixel de valeur: 32
9 pixel de valeur: 33
5 pixel de valeur: 34
5 pixel de valeur: 35
5 pixel de valeur: 36
17 pixel de valeur: 37
8 pixel de valeur: 38
9 pixel de valeur: 39
5 pixel de valeur: 40
12 pixel de valeur: 41
10 pixel de valeur: 42
23 pixel de valeur: 43
19 pixel de valeur: 44
18 pixel de valeur: 45
15 pixel de valeur: 46
27 pixel de valeur: 47
22 pixel de valeur: 48
27 pixel de valeur: 49
25 pixel de valeur: 50
10 pixel de valeur: 51
18 pixel de valeur: 52
20 pixel de valeur: 53
9 pixel de valeur: 54
14 pixel de valeur: 55
13 pixel de valeur: 56
15 pixel de valeur: 57
10 pixel de valeur: 58
13 pixel de valeur: 59
13 pixel de valeur: 60
11 pixel de valeur: 61
13 pixel de valeur: 62
10 pixel de valeur: 63
16 pixel de valeur: 64
14 pixel de valeur: 65
15 pixel de valeur: 66
8 pixel de valeur: 67
12 pixel de valeur: 68
7 pixel de valeur: 69
19 pixel de valeur: 70
11 pixel de valeur: 71
2 pixel de valeur: 72
6 pixel de valeur: 73
13 pixel de valeur: 74
18 pixel de valeur: 75
8 pixel de valeur: 76
8 pixel de valeur: 77
6 pixel de valeur: 78
6 pixel de valeur: 79
8 pixel de valeur: 80
11 pixel de valeur: 81
4 pixel de valeur: 82
6 pixel de valeur: 83
5 pixel de valeur: 84
7 pixel de valeur: 85
4 pixel de valeur: 86
5 pixel de valeur: 87
4 pixel de valeur: 88
7 pixel de valeur: 89
7 pixel de valeur: 90
11 pixel de valeur: 91
5 pixel de valeur: 92
10 pixel de valeur: 93
15 pixel de valeur: 94
10 pixel de valeur: 95
9 pixel de valeur: 96
2 pixel de valeur: 97
1 pixel de valeur: 98
1 pixel de valeur: 99
1 pixel de valeur: 100
3 pixel de valeur: 101
2 pixel de valeur: 102
2 pixel de valeur: 103
1 pixel de valeur: 104
1 pixel de valeur: 105
1 pixel de valeur: 106
1 pixel de valeur: 107
1 pixel de valeur: 108
1 pixel de valeur: 109
10 pixel de valeur: 110
4 pixel de valeur: 111
3 pixel de valeur: 112
3 pixel de valeur: 113
3 pixel de valeur: 114
2 pixel de valeur: 115
3 pixel de valeur: 116
1 pixel de valeur: 117
3 pixel de valeur: 118
1 pixel de valeur: 119
2 pixel de valeur: 120
1 pixel de valeur: 121
1 pixel de valeur: 122
2 pixel de valeur: 123
2 pixel de valeur: 124
2 pixel de valeur: 125
2 pixel de valeur: 126
1 pixel de valeur: 127
1 pixel de valeur: 128
2 pixel de valeur: 129
2 pixel de valeur: 131
2 pixel de valeur: 133
1 pixel de valeur: 134
2 pixel de valeur: 135
1 pixel de valeur: 136
2 pixel de valeur: 137
4 pixel de valeur: 138
4 pixel de valeur: 139
5 pixel de valeur: 140
