1 pixel de valeur: 22
6 pixel de valeur: 23
13 pixel de valeur: 24
10 pixel de valeur: 25
2 pixel de valeur: 26
6 pixel de valeur: 27
13 pixel de valeur: 28
22 pixel de valeur: 29
13 pixel de valeur: 30
7 pixel de valeur: 31
9 pixel de valeur: 32
15 pixel de valeur: 33
12 pixel de valeur: 34
9 pixel de valeur: 35
9 pixel de valeur: 36
6 pixel de valeur: 37
11 pixel de valeur: 38
11 pixel de valeur: 39
9 pixel de valeur: 40
4 pixel de valeur: 41
12 pixel de valeur: 42
6 pixel de valeur: 43
15 pixel de valeur: 44
24 pixel de valeur: 45
29 pixel de valeur: 46
20 pixel de valeur: 47
25 pixel de valeur: 48
32 pixel de valeur: 49
17 pixel de valeur: 50
13 pixel de valeur: 51
8 pixel de valeur: 52
23 pixel de valeur: 53
16 pixel de valeur: 54
22 pixel de valeur: 55
12 pixel de valeur: 56
11 pixel de valeur: 57
19 pixel de valeur: 58
15 pixel de valeur: 59
10 pixel de valeur: 60
13 pixel de valeur: 61
5 pixel de valeur: 62
10 pixel de valeur: 63
7 pixel de valeur: 64
13 pixel de valeur: 65
12 pixel de valeur: 66
8 pixel de valeur: 67
17 pixel de valeur: 68
12 pixel de valeur: 69
7 pixel de valeur: 70
8 pixel de valeur: 71
13 pixel de valeur: 72
10 pixel de valeur: 73
25 pixel de valeur: 74
13 pixel de valeur: 75
10 pixel de valeur: 76
9 pixel de valeur: 77
9 pixel de valeur: 78
6 pixel de valeur: 79
8 pixel de valeur: 80
6 pixel de valeur: 81
9 pixel de valeur: 82
5 pixel de valeur: 83
8 pixel de valeur: 84
3 pixel de valeur: 85
3 pixel de valeur: 86
9 pixel de valeur: 87
5 pixel de valeur: 88
2 pixel de valeur: 89
5 pixel de valeur: 90
6 pixel de valeur: 91
5 pixel de valeur: 92
6 pixel de valeur: 93
14 pixel de valeur: 94
8 pixel de valeur: 95
7 pixel de valeur: 96
7 pixel de valeur: 97
7 pixel de valeur: 98
8 pixel de valeur: 99
2 pixel de valeur: 100
5 pixel de valeur: 101
1 pixel de valeur: 102
3 pixel de valeur: 104
4 pixel de valeur: 105
1 pixel de valeur: 106
1 pixel de valeur: 107
1 pixel de valeur: 108
1 pixel de valeur: 109
2 pixel de valeur: 110
3 pixel de valeur: 111
2 pixel de valeur: 112
4 pixel de valeur: 113
4 pixel de valeur: 114
4 pixel de valeur: 115
4 pixel de valeur: 116
1 pixel de valeur: 117
3 pixel de valeur: 118
1 pixel de valeur: 119
4 pixel de valeur: 121
1 pixel de valeur: 122
2 pixel de valeur: 123
3 pixel de valeur: 124
1 pixel de valeur: 125
1 pixel de valeur: 126
1 pixel de valeur: 127
1 pixel de valeur: 128
2 pixel de valeur: 130
3 pixel de valeur: 131
1 pixel de valeur: 132
2 pixel de valeur: 133
2 pixel de valeur: 134
1 pixel de valeur: 135
1 pixel de valeur: 137
1 pixel de valeur: 139
2 pixel de valeur: 141
2 pixel de valeur: 142
2 pixel de valeur: 143
2 pixel de valeur: 144
2 pixel de valeur: 145
5 pixel de valeur: 146
3 pixel de valeur: 147
2 pixel de valeur: 148
1 pixel de valeur: 149
