2 pixel de valeur: 0
1 pixel de valeur: 22
10 pixel de valeur: 23
15 pixel de valeur: 24
5 pixel de valeur: 25
2 pixel de valeur: 26
9 pixel de valeur: 27
13 pixel de valeur: 28
24 pixel de valeur: 29
8 pixel de valeur: 30
7 pixel de valeur: 31
11 pixel de valeur: 32
18 pixel de valeur: 33
11 pixel de valeur: 34
6 pixel de valeur: 35
6 pixel de valeur: 36
10 pixel de valeur: 37
11 pixel de valeur: 38
8 pixel de valeur: 39
6 pixel de valeur: 40
10 pixel de valeur: 41
8 pixel de valeur: 42
5 pixel de valeur: 43
27 pixel de valeur: 44
21 pixel de valeur: 45
27 pixel de valeur: 46
27 pixel de valeur: 47
25 pixel de valeur: 48
25 pixel de valeur: 49
14 pixel de valeur: 50
10 pixel de valeur: 51
16 pixel de valeur: 52
19 pixel de valeur: 53
24 pixel de valeur: 54
14 pixel de valeur: 55
9 pixel de valeur: 56
13 pixel de valeur: 57
19 pixel de valeur: 58
16 pixel de valeur: 59
9 pixel de valeur: 60
8 pixel de valeur: 61
9 pixel de valeur: 62
12 pixel de valeur: 63
11 pixel de valeur: 64
8 pixel de valeur: 65
7 pixel de valeur: 66
13 pixel de valeur: 67
15 pixel de valeur: 68
9 pixel de valeur: 69
11 pixel de valeur: 70
10 pixel de valeur: 71
11 pixel de valeur: 72
20 pixel de valeur: 73
20 pixel de valeur: 74
8 pixel de valeur: 75
10 pixel de valeur: 76
9 pixel de valeur: 77
10 pixel de valeur: 78
6 pixel de valeur: 79
6 pixel de valeur: 80
7 pixel de valeur: 81
10 pixel de valeur: 82
3 pixel de valeur: 83
6 pixel de valeur: 84
4 pixel de valeur: 85
5 pixel de valeur: 86
6 pixel de valeur: 87
6 pixel de valeur: 88
4 pixel de valeur: 89
3 pixel de valeur: 90
6 pixel de valeur: 91
5 pixel de valeur: 92
12 pixel de valeur: 93
8 pixel de valeur: 94
10 pixel de valeur: 95
10 pixel de valeur: 96
3 pixel de valeur: 97
8 pixel de valeur: 98
6 pixel de valeur: 99
4 pixel de valeur: 100
2 pixel de valeur: 101
1 pixel de valeur: 102
1 pixel de valeur: 103
1 pixel de valeur: 104
5 pixel de valeur: 105
2 pixel de valeur: 106
1 pixel de valeur: 108
2 pixel de valeur: 109
1 pixel de valeur: 110
5 pixel de valeur: 112
7 pixel de valeur: 113
3 pixel de valeur: 114
3 pixel de valeur: 115
3 pixel de valeur: 116
1 pixel de valeur: 117
2 pixel de valeur: 118
4 pixel de valeur: 119
1 pixel de valeur: 120
1 pixel de valeur: 121
2 pixel de valeur: 122
2 pixel de valeur: 123
1 pixel de valeur: 124
1 pixel de valeur: 125
3 pixel de valeur: 126
1 pixel de valeur: 128
1 pixel de valeur: 129
1 pixel de valeur: 130
4 pixel de valeur: 131
1 pixel de valeur: 132
2 pixel de valeur: 133
2 pixel de valeur: 135
1 pixel de valeur: 136
1 pixel de valeur: 138
1 pixel de valeur: 139
2 pixel de valeur: 141
3 pixel de valeur: 143
2 pixel de valeur: 144
4 pixel de valeur: 145
5 pixel de valeur: 146
4 pixel de valeur: 147
